extern_id;term;Aantal
DAI108691691;D21300;3
DAI108691691;D21500;3
DAI138271127;D21800;2
DAI138271127;D23222;2
DAI148049737;D23222;1
DAI157615049;D23222;1
DAI164248366;D23222;1
DAI175438854;D23222;1
DAI226195244;D23222;1
DAI159038758;D52000;1
DAI069406693;D21800;1
DAI079164471;D23222;1
DAI189667559;D21100;2
DAI189667559;D23222;2
DAI107994062;D12700;2
DAI107994062;D21200;2
DAI07460645X;D33000;1
DAI153868821;D33000;2
DAI153868821;E14000;2
DAI068330812;D36900;2
DAI068330812;D38000;2
DAI297269275;D32000;2
DAI297269275;D33000;2
DAI266277233;D22100;1
DAI139148558;D18120;2
DAI139148558;D22700;2
DAI123514355;D16800;3
DAI123514355;D70000;3
DAI123514355;E15000;3
DAI292767498;D36000;1
DAI276958047;D23350;1
DAI296303291;D22300;3
DAI296303291;D23340;3
DAI296303291;D26000;3
DAI126317097;D21500;2
DAI126317097;D23231;2
DAI134232968;D21800;2
DAI134232968;D23231;2
DAI176066772;D23213;1
DAI344706060;D23213;1
DAI071251731;D16400;2
DAI071251731;D16700;2
DAI15966800X;D12200;2
DAI15966800X;D42110;2
DAI098392239;D16000;1
DAI182584992;D11100;2
DAI182584992;D16000;2
DAI237759071;D16200;1
DAI151434395;D23390;2
DAI151434395;D41000;2
DAI30484327X;D41400;1
DAI216537568;D70000;1
DAI295858354;D36900;2
DAI295858354;D38000;2
DAI244190542;D41500;2
DAI244190542;D70000;2
DAI186655746;D51000;1
DAI125647433;D18220;3
DAI125647433;D22400;3
DAI125647433;E17000;3
DAI288967577;D18220;1
DAI082099154;D18210;2
DAI082099154;D22500;2
DAI073484857;D18210;3
DAI073484857;D21400;3
DAI073484857;D22500;3
DAI314609687;D18100;4
DAI314609687;D22400;4
DAI314609687;D22500;4
DAI314609687;E15000;4
DAI176739327;D18210;4
DAI176739327;D18240;4
DAI176739327;D22400;4
DAI176739327;D22500;4
DAI304114421;D14400;2
DAI304114421;D35500;2
DAI155277855;D62000;1
DAI310507405;E15000;1
DAI309552451;E17000;1
DAI265023319;D21700;3
DAI265023319;D23370;3
DAI265023319;D24200;3
DAI344695654;D21900;3
DAI344695654;D23370;3
DAI344695654;D24200;3
DAI274604132;D11600;2
DAI274604132;D23370;2
DAI073635987;D23233;1
DAI217422772;D23214;3
DAI217422772;D23390;3
DAI217422772;D25000;3
DAI072529075;D16100;3
DAI072529075;D16700;3
DAI072529075;D16800;3
DAI146717996;D16400;3
DAI146717996;D16500;3
DAI146717996;D66000;3
DAI298063077;D12200;2
DAI298063077;D12700;2
DAI298063042;D16400;2
DAI298063042;D16500;2
DAI298062895;D16400;2
DAI298062895;D16500;2
DAI298062925;D11000;1
DAI149146590;D23340;1
DAI254938809;D32000;1
DAI341142484;D70000;2
DAI341142484;D70100;2
DAI227750411;D15300;2
DAI227750411;D15700;2
DAI151418128;D54000;1
DAI30484246X;D41200;1
DAI143623516;D16400;1
DAI304822035;D22400;1
DAI258151897;D23110;1
DAI152291229;D18100;2
DAI152291229;D70000;2
DAI074984586;D18120;2
DAI074984586;D22400;2
DAI074048953;D16800;3
DAI074048953;D18120;3
DAI074048953;D22400;3
DAI167253042;D18120;2
DAI167253042;D22400;2
DAI224366513;D14442;3
DAI224366513;D18120;3
DAI224366513;D22400;3
DAI304095397;D21300;2
DAI304095397;D21500;2
DAI241252334;D13100;2
DAI241252334;D24300;2
DAI073147168;D21300;3
DAI073147168;D22100;3
DAI073147168;D24300;3
DAI216998026;D14540;3
DAI216998026;D22100;3
DAI216998026;D24300;3
DAI156440512;D22100;2
DAI156440512;D24300;2
DAI072802863;D16200;3
DAI072802863;D18210;3
DAI072802863;D18250;3
DAI073474290;D24300;1
DAI186025408;D24200;2
DAI186025408;D24300;2
DAI147832667;D24000;2
DAI147832667;D24300;2
DAI269112510;D24300;1
DAI120227436;D24300;1
DAI304811998;D24300;1
DAI269109145;D21900;2
DAI269109145;D24300;2
DAI27152488X;D24300;1
DAI314624864;D24300;1
DAI072411775;D21300;2
DAI072411775;D22100;2
DAI155247549;D18210;3
DAI155247549;D21400;3
DAI155247549;E11000;3
DAI11925512X;D13300;2
DAI11925512X;D21300;2
DAI261620789;D13500;1
DAI244187258;D24300;2
DAI244187258;D70000;2
DAI083727744;D18230;1
DAI138476713;D14500;3
DAI138476713;D21300;3
DAI138476713;E11000;3
DAI074217968;D18140;2
DAI074217968;D22400;2
DAI31410965X;D21400;1
DAI187571961;D18210;3
DAI187571961;D23110;3
DAI187571961;E11000;3
DAI304374466;D18210;1
DAI270761012;D18210;1
DAI25814808X;D18220;2
DAI25814808X;D22300;2
DAI31462144X;D18230;3
DAI31462144X;D21200;3
DAI31462144X;D22600;3
DAI156357976;D18230;1
DAI155648640;D14430;5
DAI155648640;D18120;5
DAI155648640;D32500;5
DAI155648640;D61000;5
DAI155648640;D62000;5
DAI156637030;D15600;4
DAI156637030;D18120;4
DAI156637030;E13000;4
DAI156637030;E14000;4
DAI296618888;D18120;3
DAI296618888;D69000;3
DAI296618888;E13000;3
DAI250178397;D18140;2
DAI250178397;D22400;2
DAI239859146;D18130;1
DAI292635974;D70000;1
DAI070087830;D32000;1
DAI074137824;D16600;2
DAI074137824;D66000;2
DAI145398285;D66000;1
DAI141952733;D70000;3
DAI141952733;E13000;3
DAI141952733;E15000;3
DAI314611487;D42200;2
DAI314611487;E15000;2
DAI156407442;D18220;2
DAI156407442;D70000;2
DAI172216125;D18210;2
DAI172216125;D70000;2
DAI087187000;D11000;2
DAI087187000;D18210;2
DAI157327566;D14900;3
DAI157327566;D18250;3
DAI157327566;D61000;3
DAI07011191X;D14900;4
DAI07011191X;D18250;4
DAI07011191X;D61000;4
DAI07011191X;E13000;4
DAI071869077;D52000;1
DAI11349520X;D16000;2
DAI11349520X;D16600;2
DAI074582569;D42200;1
DAI146922638;D36000;3
DAI146922638;D51000;3
DAI146922638;D66000;3
DAI110081366;D52000;1
DAI161998585;D18210;2
DAI161998585;D70000;2
DAI242232051;D70000;1
DAI239109392;D24000;1
DAI270933220;D70000;1
DAI173545440;D33000;1
DAI087272725;D35400;1
DAI183509722;D70000;1
DAI27330089X;D11600;1
DAI275853993;D18140;2
DAI275853993;D67000;2
DAI291543081;D23350;2
DAI291543081;D51000;2
DAI073773298;D18210;2
DAI073773298;D70000;2
DAI078856337;D52000;1
DAI203951530;D41200;2
DAI203951530;E14000;2
DAI323265243;D36000;1
DAI166985422;D51000;1
DAI304344710;D41600;1
DAI226480550;D41300;2
DAI226480550;D41600;2
DAI185633374;D15300;4
DAI185633374;D15400;4
DAI185633374;D15700;4
DAI185633374;D18130;4
DAI298671549;D41600;1
DAI173212050;D70000;1
DAI291425275;D15600;2
DAI291425275;D22400;2
DAI268891478;D22100;1
DAI269276882;D22300;1
DAI153161965;D22100;2
DAI153161965;D22400;2
DAI344691098;D21400;2
DAI344691098;D23120;2
DAI153137681;D21700;2
DAI153137681;D23222;2
DAI182834638;D21300;2
DAI182834638;D21500;2
DAI11390763X;D23222;1
DAI310879019;D21400;2
DAI310879019;D23222;2
DAI111154359;D21300;2
DAI111154359;D22100;2
DAI308000749;D23222;1
DAI164307249;D22100;1
DAI110288327;D13300;2
DAI110288327;D13400;2
DAI07325679X;D16200;2
DAI07325679X;D16300;2
DAI125072759;D13200;2
DAI125072759;D21300;2
DAI269607706;D50000;2
DAI269607706;D52000;2
DAI227263502;D21500;2
DAI227263502;D23231;2
DAI073176869;D11600;2
DAI073176869;D24300;2
DAI216387809;D23330;1
DAI142848204;D12300;3
DAI142848204;D14700;3
DAI142848204;D21200;3
DAI181348942;D41500;1
DAI303682094;D37000;1
DAI301807760;D70000;1
DAI164045775;D33000;1
DAI229364462;D16000;2
DAI229364462;D70000;2
DAI194897486;D24000;2
DAI194897486;D51000;2
DAI241839181;D51000;2
DAI241839181;D54000;2
DAI175334471;D32000;2
DAI175334471;D33000;2
DAI277182697;D36900;1
DAI109982959;D16800;2
DAI109982959;D70000;2
DAI304347124;D70000;1
DAI197038263;D32100;1
DAI165589019;D14000;2
DAI165589019;D32100;2
DAI304839469;D41600;1
DAI298063263;D36300;1
DAI288125932;D41400;1
DAI304114936;D14400;2
DAI304114936;D14430;2
DAI298391082;D14400;2
DAI298391082;D14410;2
DAI175124485;D18210;4
DAI175124485;D21300;4
DAI175124485;D23110;4
DAI175124485;E11000;4
DAI155580752;D18210;2
DAI155580752;D22500;2
DAI296097713;D41300;1
DAI297696866;D70000;1
DAI305390465;D42100;4
DAI305390465;D42200;4
DAI305390465;D61000;4
DAI305390465;D70100;4
DAI297653059;D41400;2
DAI297653059;D41600;2
DAI073462748;D41400;1
DAI236637746;D11100;4
DAI236637746;D16300;4
DAI236637746;D30100;4
DAI236637746;D32100;4
DAI192012932;D18210;3
DAI192012932;D18240;3
DAI192012932;D70000;3
DAI142843946;D51000;1
DAI183241991;D51000;1
DAI114373116;D21300;3
DAI114373116;D21700;3
DAI114373116;D23120;3
DAI296096296;D21700;1
DAI304117927;D14400;2
DAI304117927;D14430;2
DAI30410938X;D15600;2
DAI30410938X;D16000;2
DAI072411333;D14400;3
DAI072411333;D15600;3
DAI072411333;D18120;3
DAI070723877;D18140;3
DAI070723877;E15000;3
DAI070723877;E17000;3
DAI074591444;D23221;1
DAI182921840;D23226;1
DAI090589572;D23310;1
DAI298686031;D21900;2
DAI298686031;D23222;2
DAI173622887;D23231;2
DAI173622887;D23330;2
DAI153930330;D21400;2
DAI153930330;D23222;2
DAI182767191;D21100;2
DAI182767191;D23361;2
DAI344703290;D21400;1
DAI297701444;D23222;1
DAI083275886;D23222;1
DAI145664848;D21300;2
DAI145664848;D21400;2
DAI189904011;D21300;4
DAI189904011;D21400;4
DAI189904011;D21700;4
DAI189904011;D23222;4
DAI137107285;D23222;1
DAI139134964;D21900;2
DAI139134964;D23370;2
DAI181447649;D23340;1
DAI249143038;D21700;2
DAI249143038;D23231;2
DAI073774650;D23340;1
DAI297702424;D23222;1
DAI255078579;D21700;1
DAI344693708;D21700;2
DAI344693708;D23000;2
DAI249145014;D23370;3
DAI249145014;D24000;3
DAI249145014;D24300;3
DAI274532530;D62000;1
DAI29880090X;D51000;1
DAI089233360;D10000;4
DAI089233360;E15000;4
DAI160470064;D34200;1
DAI304826898;D70000;1
DAI306699850;D24000;2
DAI306699850;D54000;2
DAI395016363;D21400;2
DAI395016363;D23222;2
DAI272891029;D24100;1
DAI186007140;D16200;1
DAI170658104;D16200;2
DAI170658104;D16300;2
DAI159857341;D11600;1
DAI184653371;D16300;1
DAI089838157;D11700;1
DAI301138281;D61000;2
DAI301138281;D70000;2
DAI086604910;D15300;3
DAI086604910;D22400;3
DAI086604910;E15000;3
DAI323243525;D70000;1
DAI297689924;D51000;1
DAI279935978;D51000;1
DAI180335499;D41600;1
DAI318582848;D14240;2
DAI318582848;E15000;2
DAI327784121;D41600;2
DAI327784121;E15000;2
DAI323259502;D33000;1
DAI148293069;D41200;1
DAI304364827;D36900;1
DAI304359785;D65000;1
DAI304357278;D36900;1
DAI23970259X;D70000;1
DAI07471676X;D34300;1
DAI269112502;D32000;3
DAI269112502;D41000;3
DAI269112502;D42100;3
DAI314495851;D11700;2
DAI314495851;D70000;2
DAI238128474;D41400;1
DAI163819394;D15300;2
DAI163819394;D15700;2
DAI203449827;D15600;3
DAI203449827;D18130;3
DAI203449827;D22400;3
DAI112891152;E17000;1
DAI115364226;D18210;3
DAI115364226;D22400;3
DAI115364226;D22500;3
DAI075179504;D15700;1
DAI296098000;D15500;1
DAI343686104;D15700;1
DAI073692441;D15000;3
DAI073692441;D18130;3
DAI073692441;D22400;3
DAI09503725X;D22200;4
DAI09503725X;D22400;4
DAI09503725X;E15000;4
DAI09503725X;E17000;4
DAI069038716;D22200;2
DAI069038716;D22500;2
DAI183426991;D15600;2
DAI183426991;D18120;2
DAI202800717;D33000;1
DAI121712761;D52000;1
DAI297552929;D24000;1
DAI260051306;D51000;1
DAI297297589;D51000;1
DAI243245254;D33000;2
DAI243245254;D69000;2
DAI215632559;D34200;2
DAI215632559;D36300;2
DAI26818688X;D14400;4
DAI26818688X;D14430;4
DAI26818688X;D15600;4
DAI26818688X;E13000;4
DAI294875026;D70000;1
DAI298971526;D42000;1
DAI183463676;D70000;1
DAI231037023;D70000;1
DAI323260365;D70000;1
DAI241205212;D70000;1
DAI216437490;D70000;1
DAI323259731;D70000;1
DAI181084120;D70000;1
DAI184612829;D70000;1
DAI06919307X;D15600;2
DAI06919307X;E13000;2
DAI183364465;D12700;2
DAI183364465;D14500;2
DAI069446679;D16200;3
DAI069446679;D30100;3
DAI069446679;D36000;3
DAI082518599;D11000;4
DAI082518599;D16300;4
DAI082518599;D30100;4
DAI082518599;D36000;4
DAI08251822X;D16300;3
DAI08251822X;D16400;3
DAI08251822X;D30100;3
DAI182536173;D16200;4
DAI182536173;D16400;4
DAI182536173;D30100;4
DAI182536173;D31000;4
DAI111559839;D16300;2
DAI111559839;D21100;2
DAI246156481;D16800;1
DAI109994760;D16400;2
DAI109994760;D16500;2
DAI146958063;D22600;2
DAI146958063;D23231;2
DAI086642863;D21500;2
DAI086642863;D23231;2
DAI212334867;D22200;3
DAI212334867;D22500;3
DAI212334867;E18000;3
DAI31858168X;D18100;3
DAI31858168X;D22000;3
DAI31858168X;E15000;3
DAI271244860;D36000;1
DAI17701251X;D70000;1
DAI297700405;D52000;1
DAI270892362;D51000;1
DAI212372440;D51000;1
DAI265013488;D21200;2
DAI265013488;D23330;2
DAI304345210;D42100;1
DAI068038208;D60000;2
DAI068038208;D63000;2
DAI308946952;D36200;2
DAI308946952;D37000;2
DAI304339091;D16400;2
DAI304339091;D30100;2
DAI304348848;D12200;1
DAI12691690X;D16200;1
DAI075189771;D16000;2
DAI075189771;D16200;2
DAI086459406;D11200;3
DAI086459406;D11700;3
DAI086459406;D16200;3
DAI109716922;D11000;2
DAI109716922;D16000;2
DAI252308581;D16200;1
DAI112075711;D14400;2
DAI112075711;D14430;2
DAI304359920;D42000;2
DAI304359920;D61000;2
DAI069791422;D61000;1
DAI070436428;D63000;2
DAI070436428;E13000;2
DAI304077054;D63000;2
DAI304077054;E14000;2
DAI297961276;D42100;1
DAI17164459X;D61000;4
DAI17164459X;D63000;4
DAI17164459X;D69000;4
DAI17164459X;E13000;4
DAI172397308;D61000;1
DAI160570654;D61000;1
DAI29237447X;D63000;2
DAI29237447X;E14000;2
DAI190645628;D61000;3
DAI190645628;D63000;3
DAI190645628;E13000;3
DAI296086746;D63000;1
DAI187457344;D51000;2
DAI187457344;E14000;2
DAI136435785;D16400;2
DAI136435785;D70000;2
DAI27875869X;D41200;1
DAI30442370X;D52000;1
DAI236447106;D11600;1
DAI074049054;D11600;1
DAI170211967;D11600;1
DAI298982064;D17000;1
DAI086663011;D17000;1
DAI111593891;D17000;1
DAI073644846;D11200;1
DAI069147310;D23362;1
DAI074834339;D23221;1
DAI142966673;D21800;1
DAI08959469X;D21800;1
DAI141460652;D21800;1
DAI10770420X;D22100;1
DAI091214211;D23362;1
DAI069516340;D21900;2
DAI069516340;D23362;2
DAI078217628;D23222;1
DAI068237170;D23222;1
DAI073375675;D23320;1
DAI074994557;D23340;1
DAI298977117;D23222;1
DAI298680955;D21300;1
DAI074702459;D23220;1
DAI095147098;D23220;1
DAI073520438;D23220;1
DAI119723093;D23362;1
DAI072370629;D23362;1
DAI074095129;D23362;1
DAI142012718;D23361;1
DAI099904586;D21700;2
DAI099904586;D23224;2
DAI140289453;D21400;2
DAI140289453;D21500;2
DAI168677253;D23227;1
DAI098185438;D23120;2
DAI098185438;D23231;2
DAI09758049X;D23310;1
DAI122023765;D23223;2
DAI122023765;D23310;2
DAI304113913;D12100;3
DAI304113913;D14310;3
DAI304113913;D14340;3
DAI147149118;D14240;1
DAI202345041;D14500;1
DAI213104261;D14210;2
DAI213104261;D14240;2
DAI25181680X;D14230;2
DAI25181680X;D70000;2
DAI29754988X;D11800;2
DAI29754988X;D12700;2
DAI15784921X;D13200;2
DAI15784921X;E16000;2
DAI194101010;D14600;1
DAI229474713;D23350;1
DAI074817930;D23110;2
DAI074817930;D23223;2
DAI154262099;D23231;1
DAI110603826;D23223;1
DAI071970843;D23120;2
DAI071970843;D23220;2
DAI072681640;D23227;1
DAI075009838;D21800;2
DAI075009838;D23231;2
DAI081632584;D23232;1
DAI083320121;D23310;1
DAI269286470;E16000;1
DAI160581435;E16000;2
DAI160581435;E18000;2
DAI289284384;E16000;1
DAI298204606;D13600;1
DAI166032646;E16000;1
DAI304829153;E16000;1
DAI068477643;D12400;2
DAI068477643;D12700;2
DAI240076192;D37000;1
DAI147609089;D13300;3
DAI147609089;D13500;3
DAI147609089;E16000;3
DAI304844306;E16000;1
DAI304844160;E16000;1
DAI145996271;D63000;2
DAI145996271;D69000;2
DAI256064563;D63000;1
DAI304342793;D51000;1
DAI068208944;D34000;2
DAI068208944;D42100;2
DAI297701126;D70000;1
DAI071505245;D14900;2
DAI071505245;D32000;2
DAI117381241;D70000;1
DAI070618461;D35000;2
DAI070618461;D35100;2
DAI073292842;D16000;3
DAI073292842;D30100;3
DAI073292842;D36000;3
DAI069341370;D36300;1
DAI072763817;D36900;2
DAI072763817;D38000;2
DAI069532974;D36300;1
DAI073328510;D36300;1
DAI072791810;D42100;1
DAI070879818;D35000;2
DAI070879818;D36900;2
DAI186089007;D34000;2
DAI186089007;E13000;2
DAI069103429;D31000;1
DAI073424420;D35100;1
DAI126908516;D36100;2
DAI126908516;D36900;2
DAI261676032;D36900;1
DAI07459947X;D16400;3
DAI07459947X;D16600;3
DAI07459947X;D70000;3
DAI334334802;D16500;2
DAI334334802;D66000;2
DAI265222257;D14700;3
DAI265222257;D16800;3
DAI265222257;D66000;3
DAI280590709;D14310;2
DAI280590709;D16500;2
DAI13713911X;D16500;1
DAI074344595;D23222;1
DAI07117513X;D22100;2
DAI07117513X;D23110;2
DAI073888729;D23100;1
DAI168174987;D70000;1
DAI181269325;D18200;2
DAI181269325;D70000;2
DAI28822096X;D24300;2
DAI28822096X;D70000;2
DAI296619604;D18210;2
DAI296619604;D21400;2
DAI290815878;D18210;2
DAI290815878;D21300;2
DAI071047549;D33000;1
DAI326677879;D41000;2
DAI326677879;D70000;2
DAI285645986;D40000;1
DAI166609986;D41000;1
DAI298513366;D42200;1
DAI30480035X;D41200;1
DAI289028191;D34200;1
DAI323260624;D23370;1
DAI34469626X;D24100;1
DAI184853486;D23370;2
DAI184853486;D25000;2
DAI20506163X;D23350;3
DAI20506163X;D51000;3
DAI20506163X;D54000;3
DAI323260500;D21900;2
DAI323260500;D25000;2
DAI217400426;D23340;1
DAI101110200;D21400;2
DAI101110200;D23120;2
DAI11204168X;D21400;2
DAI230344143;D21400;2
DAI11204168X;D23100;2
DAI230344143;D23100;2
DAI157009939;D23224;1
DAI147141052;D21400;2
DAI147141052;D23100;2
DAI07303651X;D70000;1
DAI314906207;D41400;1
DAI23828560X;D62000;2
DAI23828560X;D65000;2
DAI243351224;D70000;1
DAI190166258;D66000;2
DAI190166258;E14000;2
DAI30412205X;D14430;1
DAI217224512;D41300;1
DAI106985957;D52000;1
DAI298671891;D70000;1
DAI192848275;D36000;1
DAI230115438;D36000;2
DAI230115438;D51000;2
DAI073969842;D35000;2
DAI073969842;D63000;2
DAI149483279;D16400;2
DAI149483279;D23000;2
DAI079968996;D70000;1
DAI297552961;D70000;1
DAI186198167;D15600;1
DAI270965491;D14240;4
DAI270965491;D14700;4
DAI270965491;D16500;4
DAI270965491;D66000;4
DAI304830119;D51000;2
DAI304830119;D70000;2
DAI264826655;D51000;1
DAI113436092;D37000;1
DAI270294260;D36900;3
DAI270294260;D38000;3
DAI270294260;E13000;3
DAI086550071;D42100;1
DAI19185056X;D34300;2
DAI19185056X;D42100;2
DAI167985981;D32000;2
DAI167985981;D34000;2
DAI272886491;D41300;1
DAI140495428;D16200;4
DAI140495428;D30100;4
DAI140495428;D36100;4
DAI140495428;D66000;4
DAI298975483;D21200;2
DAI298975483;D21700;2
DAI241169372;D32000;2
DAI241169372;D41000;2
DAI089650018;D66000;1
DAI185966616;D52000;1
DAI26350526X;D52000;1
DAI074829769;D16200;3
DAI074829769;D30100;3
DAI074829769;D36100;3
DAI110190351;D21400;1
DAI156484625;D23221;1
DAI145634043;D23120;1
DAI087716844;D23100;1
DAI298690012;D23120;2
DAI298690012;D23231;2
DAI155006711;D14430;2
DAI155006711;D15600;2
DAI169093360;D15300;1
DAI08456346X;D14430;2
DAI08456346X;D15700;2
DAI270139087;D41300;2
DAI270139087;D41400;2
DAI163952132;D41300;1
DAI099822512;D61000;2
DAI099822512;E13000;2
DAI323249957;D24300;2
DAI323249957;D66000;2
DAI330517147;D70000;2
DAI330517147;E13000;2
DAI202779831;D32500;3
DAI202779831;D35000;3
DAI202779831;D70000;3
DAI12568763X;D70000;2
DAI12568763X;E13000;2
DAI224225561;D70000;1
DAI07402874X;D65000;3
DAI07402874X;D70000;3
DAI07402874X;E13000;3
DAI323260853;D41200;1
DAI314623043;D18210;2
DAI314623043;D22100;2
DAI09566078X;D37000;1
DAI073361992;D36300;1
DAI134597168;D21900;1
DAI078418720;D34300;1
DAI296387843;D70000;1
DAI294976515;D14600;1
DAI188894675;D23213;1
DAI326096957;D16500;4
DAI326096957;D30100;4
DAI326096957;D31000;4
DAI326096957;D61000;4
DAI157581772;D30100;2
DAI157581772;D31000;2
DAI297166522;D41600;1
DAI180940856;D42200;2
DAI180940856;D65000;2
DAI165673273;D42200;3
DAI165673273;E15000;3
DAI165673273;E17000;3
DAI304828939;D62000;2
DAI304828939;D70000;2
DAI073750107;D23120;4
DAI073750107;D24200;4
DAI073750107;D24300;4
DAI073750107;D54000;4
DAI073721867;D70000;1
DAI080444113;D23231;1
DAI238850595;D51000;2
DAI238850595;D53000;2
DAI174680058;D23231;1
DAI068639686;D23221;1
DAI191183571;D32000;1
DAI27272999X;D21700;1
DAI191258520;E16000;1
DAI167205986;E16000;1
DAI298508443;D21500;2
DAI298508443;D21700;2
DAI202618013;D11500;1
DAI151626510;D17000;1
DAI174696191;D11000;1
DAI174423357;D24300;1
DAI126839549;D70000;1
DAI181693186;D23213;2
DAI181693186;D23380;2
DAI073901180;D21500;3
DAI073901180;D22700;3
DAI073901180;D24300;3
DAI11511212X;D54000;1
DAI182363503;D18210;2
DAI182363503;D70000;2
DAI153479051;D21400;2
DAI153479051;D22100;2
DAI212888021;D12600;3
DAI212888021;D12700;3
DAI212888021;E16000;3
DAI288661834;D54000;1
DAI29297101X;D23231;4
DAI29297101X;D23362;4
DAI29297101X;D52000;4
DAI29297101X;D54000;4
DAI305618547;D54000;1
DAI298976803;D51000;2
DAI298976803;D54000;2
DAI071628274;D35200;1
DAI08904312X;D23110;2
DAI08904312X;D23340;2
DAI239706382;D18210;2
DAI239706382;D22500;2
DAI167674137;D18210;2
DAI167674137;D22500;2
DAI18688687X;D18210;2
DAI18688687X;D22500;2
DAI314600841;D18210;2
DAI314600841;D22500;2
DAI194117316;D15500;2
DAI194117316;D15600;2
DAI115384820;D18210;2
DAI115384820;D22500;2
DAI21781381X;D24000;2
DAI21781381X;D51000;2
DAI190094885;D18130;3
DAI190094885;D22100;3
DAI190094885;D22400;3
DAI107702339;D23225;1
DAI213197057;D23350;2
DAI213197057;D51000;2
DAI324473753;D41200;2
DAI324473753;D66000;2
DAI140902368;D15700;1
DAI074746251;D18130;5
DAI074746251;D18140;5
DAI074746251;D18210;5
DAI074746251;D18250;5
DAI074746251;D22400;5
DAI12576362X;D18220;2
DAI12576362X;D21400;2
DAI106940473;D22500;1
DAI112759157;D22000;2
DAI112759157;D24300;2
DAI18646679X;D15700;1
DAI162024924;D70000;1
DAI073410195;D34300;1
DAI068505299;D41400;2
DAI068505299;D68000;2
DAI073862622;D51000;1
DAI214074382;D18210;2
DAI214074382;D22500;2
DAI074159984;D18210;2
DAI074159984;D65000;2
DAI23732685X;D18210;2
DAI23732685X;D70000;2
DAI298083825;D23350;1
DAI29637119X;D52000;1
DAI107730200;D12100;3
DAI107730200;D16800;3
DAI107730200;D23330;3
DAI068024045;D23330;1
DAI298694034;D16200;4
DAI298694034;D21100;4
DAI298694034;D21200;4
DAI298694034;D23330;4
DAI202612171;D21100;2
DAI202612171;D23330;2
DAI251929264;D25000;1
DAI186429770;D18130;3
DAI186429770;D18210;3
DAI186429770;D18250;3
DAI072285559;D18210;2
DAI072285559;D18240;2
DAI070648670;D62000;1
DAI068082770;D62000;1
DAI074943642;D23200;3
DAI074943642;D23214;3
DAI074943642;D25100;3
DAI074734768;D69000;2
DAI074734768;E14000;2
DAI080626742;D18220;3
DAI080626742;D21300;3
DAI080626742;D26000;3
DAI069493367;D21500;3
DAI069493367;D23231;3
DAI069493367;D23310;3
DAI088800180;D70000;1
DAI070276684;D32200;2
DAI070276684;E15000;2
DAI068001614;D18210;2
DAI068001614;D18250;2
DAI073505404;D14800;3
DAI073505404;D18210;3
DAI073505404;D22500;3
DAI146948939;D23330;1
DAI271489952;D42100;3
DAI271489952;D42200;3
DAI271489952;D65000;3
DAI216071143;D65000;1
DAI142251828;D23362;1
DAI078419328;D70000;1
DAI107548410;D70000;1
DAI15959510X;D41200;3
DAI15959510X;D41500;3
DAI15959510X;D70000;3
DAI074511025;D23233;1
DAI304352853;D41200;3
DAI304352853;D41600;3
DAI304352853;D70000;3
DAI106866559;D41200;2
DAI106866559;D70000;2
DAI10261847X;D23214;2
DAI10261847X;D26000;2
DAI188615326;D23310;1
DAI147607760;D23214;2
DAI147607760;D23362;2
DAI271429534;D61000;2
DAI271429534;E14000;2
DAI07165433X;D18210;2
DAI07165433X;D22400;2
DAI241604443;D14000;2
DAI241604443;D21500;2
DAI31461186X;D18220;3
DAI31461186X;D21300;3
DAI31461186X;D22100;3
DAI325844720;D25000;2
DAI325844720;D25100;2
DAI12463057X;D16400;2
DAI12463057X;D22700;2
DAI212368540;D24300;1
DAI163064059;D22100;2
DAI163064059;D24300;2
DAI226382788;D18200;1
DAI120531135;D14620;2
DAI120531135;D15100;2
DAI314620044;D18210;4
DAI314620044;D21400;4
DAI314620044;D42100;4
DAI314620044;E11000;4
DAI086732854;D70000;1
DAI069147280;D18220;2
DAI069147280;D21800;2
DAI156039745;D18220;2
DAI156039745;D22300;2
DAI089175522;D18210;4
DAI089175522;D21400;4
DAI089175522;D21500;4
DAI089175522;E11000;4
DAI106866966;D18210;4
DAI106866966;D21300;4
DAI106866966;D22100;4
DAI106866966;E11000;4
DAI160240468;D18210;2
DAI160240468;D22500;2
DAI079111424;D14800;4
DAI079111424;D18240;4
DAI079111424;D22400;4
DAI079111424;E17000;4
DAI127309381;E11000;2
DAI127309381;E18000;2
DAI288083679;D36900;2
DAI288083679;D38000;2
DAI314617213;D13100;2
DAI314617213;D13300;2
DAI075055570;D22100;3
DAI075055570;E11000;3
DAI075055570;E18000;3
DAI145070042;D14540;2
DAI145070042;D24300;2
DAI237742519;D62000;4
DAI237742519;D63000;4
DAI237742519;E13000;4
DAI237742519;E15000;4
DAI161907822;D13200;2
DAI161907822;D14443;2
DAI314613773;D13200;2
DAI314613773;D13300;2
DAI082428883;D12300;3
DAI082428883;D12800;3
DAI082428883;E16000;3
DAI170071812;D41400;2
DAI170071812;E14000;2
DAI298202573;D41400;1
DAI108290034;D51000;2
DAI108290034;D70100;2
DAI243351208;D70000;1
DAI240045181;D70000;1
DAI08554762X;D23330;1
DAI109282906;D18210;2
DAI109282906;D70000;2
DAI242997805;D41500;1
DAI158343891;D70000;1
DAI272897620;D70000;2
DAI272897620;E13000;2
DAI205408494;D23110;2
DAI205408494;D24300;2
DAI149291434;D22100;1
DAI330811924;D34000;2
DAI330811924;D70000;2
DAI183672763;D34000;2
DAI183672763;D69000;2
