extern_id;term;Aantal
DAI072314915;D23226;1
DAI070640440;D22400;1
DAI304086428;D14100;3
DAI304086428;D14400;3
DAI304086428;D14410;3
DAI068410387;D24000;2
DAI068410387;D61000;2
DAI072166231;D14400;3
DAI072166231;D14600;3
DAI072166231;D18120;3
DAI071467807;D66000;2
DAI071467807;D70000;2
DAI124439403;D14400;1
DAI078757800;D15700;1
DAI304094528;D14400;2
DAI304094528;D14442;2
DAI070120099;D52000;2
DAI070120099;D54000;2
DAI115005072;D32000;2
DAI115005072;D33000;2
DAI073429848;D42200;1
DAI203877160;D18210;3
DAI203877160;D22400;3
DAI203877160;D70000;3
DAI07083010X;D14200;2
DAI07083010X;D14240;2
DAI068776470;D14220;3
DAI068776470;D14340;3
DAI068776470;D14800;3
DAI067828825;D10000;2
DAI067828825;D70000;2
DAI155448145;D14220;2
DAI155448145;D14232;2
DAI068608926;D23222;2
DAI068608926;D52000;2
DAI073376949;D24000;2
DAI073376949;D25000;2
DAI089172418;D23120;2
DAI089172418;D23330;2
DAI091119790;D23100;2
DAI091119790;D23231;2
DAI075094193;D35000;3
DAI075094193;D51000;3
DAI075094193;E14000;3
DAI147764602;D16000;2
DAI147764602;D70000;2
DAI297697854;D23120;2
DAI297697854;D23330;2
DAI078280516;D21300;3
DAI078280516;D21800;3
DAI078280516;D23220;3
DAI070050600;D23224;1
DAI243006225;D21400;2
DAI243006225;D23100;2
DAI072995408;D23361;1
DAI285484397;D13400;2
DAI285484397;D13600;2
DAI109720733;D12200;1
DAI073852023;D21800;1
DAI074891006;D21800;3
DAI074891006;D23120;3
DAI074891006;D23330;3
DAI068346581;D41600;3
DAI068346581;D42100;3
DAI068346581;D70000;3
DAI074227440;D23363;1
DAI073216968;D12600;1
DAI204868610;D32000;2
DAI204868610;D33000;2
DAI070813701;D33000;2
DAI070813701;D35000;2
DAI084399732;D21700;2
DAI084399732;D22500;2
DAI071393307;D62000;3
DAI071393307;D65000;3
DAI071393307;D70000;3
DAI304344443;D21200;2
DAI304344443;D23120;2
DAI125379935;D21900;2
DAI125379935;D23000;2
DAI156184885;D41300;2
DAI156184885;D70000;2
DAI10391790X;D70000;1
DAI298979330;D16200;6
DAI298979330;D16400;6
DAI298979330;D21100;6
DAI298979330;D21300;6
DAI298979330;D24300;6
DAI298979330;E11000;6
DAI072658592;D12800;2
DAI072658592;D14100;2
DAI07411347X;D41500;1
DAI070720207;D14000;3
DAI070720207;D52000;3
DAI070720207;D70100;3
DAI073923702;D52000;1
DAI228121485;D36300;3
DAI228121485;D51000;3
DAI228121485;D52000;3
DAI189085622;D11600;3
DAI189085622;D52000;3
DAI189085622;D61000;3
DAI088447774;D52000;3
DAI088447774;D70000;3
DAI088447774;D70100;3
DAI318256398;D41400;2
DAI318256398;D41600;2
DAI071172343;D42200;4
DAI071172343;D52000;4
DAI071172343;D61000;4
DAI071172343;E13000;4
DAI236480375;D62000;3
DAI236480375;E13000;3
DAI236480375;E14000;3
DAI073717568;D42200;3
DAI073717568;D52000;3
DAI073717568;D70000;3
DAI073613355;D52000;1
DAI304342610;D36300;2
DAI304342610;D52000;2
DAI288125797;D52000;1
DAI069619204;D52000;1
DAI067763936;D12300;3
DAI067763936;D14300;3
DAI067763936;D52000;3
DAI079381367;D52000;2
DAI079381367;D54000;2
DAI296100625;D41200;1
DAI192845012;D52000;1
DAI069201102;D52000;1
DAI072329424;D42200;4
DAI072329424;D52000;4
DAI072329424;D54000;4
DAI072329424;D61000;4
DAI298975858;D52000;2
DAI298975858;D70000;2
DAI068088108;D52000;3
DAI068088108;D70000;3
DAI068088108;D70100;3
DAI089738217;D22100;3
DAI089738217;D22400;3
DAI089738217;E11000;3
DAI153476923;D51000;2
DAI153476923;D70000;2
DAI080652492;D32000;1
DAI114654859;D23232;1
DAI352270586;D70000;1
DAI093708017;D16100;2
DAI093708017;D16400;2
DAI134026918;D34300;3
DAI134026918;D42100;3
DAI134026918;D69000;3
DAI072677538;D23223;1
DAI07268125X;D42200;2
DAI07268125X;D60000;2
DAI074847880;D13000;2
DAI074847880;D52000;2
DAI186377606;D52000;1
DAI176063765;D52000;2
DAI176063765;D61000;2
DAI292478119;D52000;3
DAI292478119;D54000;3
DAI292478119;D61000;3
DAI118559672;D35000;2
DAI118559672;D52000;2
DAI292151357;D52000;2
DAI292151357;D70000;2
DAI173133614;D23120;2
DAI173133614;D23330;2
DAI148751830;D34000;2
DAI148751830;D36300;2
DAI073479896;D21800;4
DAI073479896;D23120;4
DAI073479896;D23221;4
DAI073479896;E11000;4
DAI071887245;D18210;2
DAI071887245;D52000;2
DAI074203568;D14500;3
DAI074203568;D42200;3
DAI074203568;D52000;3
DAI07487103X;D11300;2
DAI07487103X;D52000;2
DAI160959381;D52000;1
DAI074086189;D52000;2
DAI074086189;D70100;2
DAI120226340;D52000;1
DAI107897644;D52000;1
DAI070562326;D51000;3
DAI070562326;D52000;3
DAI070562326;D61000;3
DAI074405659;D52000;1
DAI321452267;D41000;2
DAI321452267;D70000;2
DAI069390509;D18220;2
DAI069390509;D22600;2
DAI318732645;D33000;2
DAI318732645;D41000;2
DAI304347493;D52000;1
DAI323259529;D53000;2
DAI323259529;D61000;2
DAI072610026;D42200;2
DAI072610026;D70000;2
DAI149956347;D52000;1
DAI175829446;D23363;2
DAI175829446;D53000;2
DAI070385319;D23380;2
DAI070385319;D53000;2
DAI068385064;D11200;1
DAI069146640;D41500;3
DAI069146640;D41600;3
DAI069146640;D42100;3
DAI100953670;D35100;2
DAI100953670;D35200;2
DAI074826484;D23350;3
DAI074826484;D51000;3
DAI074826484;D54000;3
DAI072379391;D62000;2
DAI072379391;D65000;2
DAI073083976;D11600;3
DAI073083976;D51000;3
DAI073083976;D52000;3
DAI073481882;D42200;2
DAI073481882;D52000;2
DAI072301503;D21900;4
DAI072301503;D22100;4
DAI072301503;D23110;4
DAI072301503;D23380;4
DAI073366676;D32000;2
DAI073366676;D36000;2
DAI296096342;D13100;1
DAI186881754;D24000;2
DAI186881754;D24100;2
DAI068436378;D13200;3
DAI068436378;D13500;3
DAI068436378;E16000;3
DAI074711679;D18220;2
DAI074711679;D22000;2
DAI156856395;D17000;1
DAI147166527;D21400;3
DAI147166527;D23120;3
DAI147166527;D23362;3
DAI074929798;D21800;2
DAI074929798;D23225;2
DAI069333637;D34300;2
DAI069333637;D68000;2
DAI176582843;D23361;1
DAI068556047;D32000;2
DAI068556047;D52000;2
DAI318145448;D34000;1
DAI074772295;D30100;2
DAI074772295;D35100;2
DAI344694410;D21400;4
DAI344694410;D23120;4
DAI344694410;D23340;4
DAI344694410;E11000;4
DAI312800045;D41600;2
DAI312800045;D42100;2
DAI068311508;D21300;3
DAI068311508;D23231;3
DAI068311508;D23362;3
DAI072632380;D41200;2
DAI072632380;D70000;2
DAI078305942;D30100;3
DAI078305942;D32000;3
DAI078305942;D32100;3
DAI155668668;D51000;2
DAI155668668;D70000;2
DAI167540424;D23310;2
DAI167540424;D23362;2
DAI105149403;D70100;1
DAI07209589X;D11800;2
DAI07209589X;D16000;2
DAI097010340;D33000;2
DAI097010340;D63000;2
DAI086677926;D23350;1
DAI071792279;D30100;2
DAI071792279;D36300;2
DAI073087483;D33000;2
DAI073087483;D35000;2
DAI068353545;D36300;1
DAI110004450;D18240;3
DAI110004450;D22400;3
DAI110004450;D22500;3
DAI073719897;D36300;1
DAI073996904;D32000;2
DAI073996904;D34100;2
DAI164937013;D52000;1
DAI069389004;D52000;2
DAI069389004;D54000;2
DAI268568383;D11000;2
DAI268568383;D52000;2
DAI110081811;D42200;2
DAI110081811;D70000;2
DAI080434274;D23120;2
DAI080434274;D23330;2
DAI072296127;D33000;1
DAI071321144;D23340;1
DAI296145343;D12400;2
DAI296145343;D12600;2
DAI074120204;D16600;2
DAI074120204;D30100;2
DAI097571709;D41400;3
DAI097571709;D42100;3
DAI097571709;E14000;3
DAI070833850;D70000;3
DAI070833850;E13000;3
DAI070833850;E14000;3
DAI085952613;D41300;3
DAI085952613;D41400;3
DAI085952613;D42200;3
DAI30482688X;D41500;2
DAI30482688X;D70000;2
DAI239253434;D18220;3
DAI239253434;D23000;3
DAI239253434;D26000;3
DAI162850050;D23100;2
DAI162850050;D23340;2
DAI330647350;D18220;5
DAI330647350;D21900;5
DAI330647350;D22600;5
DAI330647350;D22700;5
DAI330647350;E11000;5
DAI073020958;D70000;1
DAI296096504;D41200;3
DAI296096504;D41500;3
DAI296096504;D65000;3
DAI074347284;D42100;1
DAI100363857;D14210;2
DAI100363857;D14233;2
DAI073473391;D16000;2
DAI073473391;D70000;2
DAI09673809X;D42200;2
DAI09673809X;D70000;2
DAI141129131;D70000;1
DAI30433801X;D11000;7
DAI30433801X;D16100;7
DAI30433801X;D16200;7
DAI30433801X;D16300;7
DAI30433801X;D16400;7
DAI30433801X;D16600;7
DAI30433801X;E16000;7
DAI106585541;D42100;2
DAI106585541;D70000;2
DAI304117366;D14400;2
DAI304117366;D35500;2
DAI088242358;D16000;2
DAI088242358;D70000;2
DAI072210524;D32100;1
DAI163912815;D34300;1
DAI084892196;D21700;1
DAI304345415;D11600;1
DAI073366889;D23222;1
DAI121352757;D12300;1
DAI085052248;D21800;3
DAI085052248;D23300;3
DAI085052248;E16000;3
DAI075219166;D41500;1
DAI079321291;D31000;1
DAI08688509X;D70000;1
DAI114824452;D70000;1
DAI071946810;D21300;3
DAI071946810;D23000;3
DAI071946810;D23340;3
DAI097665606;D21400;3
DAI097665606;D21700;3
DAI097665606;D23362;3
DAI151248427;D41400;3
DAI151248427;D42100;3
DAI151248427;E14000;3
DAI073779229;D61000;1
DAI298800209;D42100;2
DAI298800209;D70000;2
DAI073118419;D23310;1
DAI298977478;D33000;1
DAI176854703;D15200;3
DAI176854703;D15500;3
DAI176854703;D22400;3
DAI069816069;D33000;2
DAI069816069;D61000;2
DAI298806096;D12200;2
DAI298806096;E16000;2
DAI109862015;D23120;2
DAI109862015;D23227;2
DAI298062992;D16300;1
DAI304110256;D12800;3
DAI304110256;D14100;3
DAI304110256;D14240;3
DAI070893187;D40000;1
DAI068372388;D32100;1
DAI074734008;D32000;4
DAI074734008;D32500;4
DAI074734008;D33000;4
DAI074734008;D51000;4
DAI073374458;D62000;1
DAI07038178X;D23120;1
DAI07477428X;D42200;2
DAI07477428X;E15000;2
DAI074103164;D15100;1
DAI075079674;D15100;1
DAI074797131;D41200;3
DAI074797131;D41500;3
DAI304340413;D41400;4
DAI304340413;D42100;4
DAI304340413;D64000;4
DAI304340413;E14000;4
DAI323263623;D41300;1
DAI078418909;D70000;2
DAI078418909;E15000;2
DAI074995626;D70000;1
DAI193579650;D41300;1
DAI069708959;D16400;4
DAI069708959;D30100;4
DAI069708959;D31000;4
DAI069708959;D34000;4
DAI073572071;D51000;1
DAI069592969;D21400;2
DAI069592969;D24300;2
DAI155710133;D23350;2
DAI155710133;D51000;2
DAI176062246;D14240;3
DAI176062246;D14340;3
DAI176062246;D16600;3
DAI074237926;D11600;2
DAI074237926;D16300;2
DAI176563601;D14320;4
DAI176563601;D14330;4
DAI176563601;D14800;4
DAI176563601;D16800;4
DAI06752656X;D42200;4
DAI06752656X;D44000;4
DAI06752656X;D65000;4
DAI06752656X;D70000;4
DAI147783208;D14000;2
DAI147783208;D70000;2
DAI120342316;D51000;1
DAI072994770;D14400;2
DAI072994770;D14440;2
DAI304108715;D14400;3
DAI304108715;D14430;3
DAI304108715;D18120;3
DAI110489500;D14400;3
DAI110489500;D14430;3
DAI110489500;D15600;3
DAI304117323;D14400;3
DAI304117323;D14430;3
DAI304117323;D14600;3
DAI092956718;D14400;3
DAI092956718;D14410;3
DAI092956718;E15000;3
DAI304110876;D14400;2
DAI304110876;D35500;2
DAI106986708;D14210;3
DAI106986708;D14500;3
DAI106986708;D14700;3
DAI073484466;D14200;2
DAI073484466;D14240;2
DAI152162879;D14230;2
DAI152162879;D70000;2
DAI068423764;D14200;3
DAI068423764;D14700;3
DAI068423764;D16700;3
DAI304088897;D12600;4
DAI304088897;D12800;4
DAI304088897;D14320;4
DAI304088897;E16000;4
DAI304089699;D13500;3
DAI304089699;D14500;3
DAI304089699;E16000;3
DAI304091863;D12800;2
DAI304091863;D14100;2
DAI304094382;D13400;4
DAI304094382;D14510;4
DAI304094382;D14800;4
DAI304094382;E16000;4
DAI304109851;D13300;4
DAI304109851;D13600;4
DAI304109851;D21300;4
DAI304109851;E11000;4
DAI304112070;D12100;4
DAI304112070;D12800;4
DAI304112070;D14500;4
DAI304112070;E16000;4
DAI068336993;D14500;3
DAI068336993;D21300;3
DAI068336993;E11000;3
DAI099992736;D14200;4
DAI099992736;D14233;4
DAI099992736;D15700;4
DAI099992736;D17000;4
DAI069830355;D12400;2
DAI069830355;D23330;2
DAI085503118;D12600;1
DAI173275400;D12100;2
DAI173275400;D12400;2
DAI304080179;D16400;4
DAI304080179;D30100;4
DAI304080179;D31000;4
DAI304080179;D34000;4
DAI085916439;D70000;1
DAI074214691;D16800;2
DAI074214691;D70000;2
DAI108163296;D70000;1
DAI327777079;D42100;2
DAI327777079;D70000;2
DAI074219286;D70000;1
DAI088214583;D70000;1
DAI12642926X;D70000;1
DAI073164542;D16000;2
DAI073164542;D70000;2
DAI08583047X;D70000;1
DAI097029580;D70000;1
DAI288890973;D12600;3
DAI288890973;D12800;3
DAI288890973;E16000;3
DAI073900885;D51000;1
DAI070706174;D24000;2
DAI070706174;D51000;2
DAI08621182X;D51000;1
DAI06883652X;D51000;2
DAI06883652X;D60000;2
DAI071055266;D42200;2
DAI071055266;D51000;2
DAI070789282;D51000;2
DAI070789282;D61000;2
DAI068286902;D51000;1
DAI075184427;D51000;1
DAI304825107;D51000;2
DAI304825107;D70000;2
DAI070944245;D61000;1
DAI073933082;D61000;2
DAI073933082;D64000;2
DAI073553336;D70000;1
DAI088921816;D70000;1
DAI070625484;D70000;1
DAI074832336;D42200;2
DAI074832336;D70000;2
DAI070196214;D42200;1
DAI143103008;E15000;1
DAI075273802;E15000;1
DAI072019166;D60000;1
DAI188849742;D51000;3
DAI188849742;D52000;3
DAI188849742;D60000;3
DAI074790897;D60000;1
DAI20261140X;D41500;1
DAI164366776;D41000;1
DAI086818406;D41600;1
DAI072727330;D41300;1
DAI080652204;D41300;1
DAI082531609;D41300;1
DAI073230367;D41400;1
DAI298806916;D41400;1
DAI148049303;D41500;1
DAI251812634;D21300;4
DAI251812634;D21400;4
DAI251812634;D23222;4
DAI251812634;D23340;4
DAI14186835X;D23310;1
DAI091131448;D23120;2
DAI091131448;D23232;2
DAI075281775;D23100;2
DAI075281775;D23120;2
DAI073146552;D21500;2
DAI073146552;D23240;2
DAI314608850;D13300;2
DAI314608850;D21300;2
DAI121896471;D18210;3
DAI121896471;D22100;3
DAI121896471;D22500;3
DAI323259871;D15300;3
DAI323259871;D15400;3
DAI323259871;D15600;3
DAI323248306;D15300;3
DAI323248306;D15400;3
DAI323248306;D15600;3
DAI068450559;D42200;2
DAI068450559;D66000;2
DAI074982338;D42200;3
DAI074982338;D63000;3
DAI074982338;D70000;3
DAI087172682;D25000;1
DAI072330007;D51000;1
DAI073227269;D44000;3
DAI073227269;D51000;3
DAI073227269;D70000;3
DAI068203187;D12200;1
DAI104103191;D23350;2
DAI104103191;D51000;2
DAI086131443;D32000;1
DAI074881604;D12600;1
DAI139220259;D21400;1
DAI074145231;D12400;1
DAI073503118;D36300;1
DAI139217096;D70000;1
DAI070757240;D22000;2
DAI070757240;D23100;2
DAI296633127;D41500;3
DAI296633127;D41600;3
DAI296633127;D42100;3
DAI069751536;D23330;1
DAI068409877;D15200;1
DAI074190210;D14240;2
DAI074190210;D14700;2
DAI074944320;D14210;4
DAI074944320;D14220;4
DAI074944320;D14232;4
DAI074944320;D14431;4
DAI075156946;D23120;2
DAI075156946;D23310;2
DAI157855880;D21700;2
DAI157855880;D22500;2
DAI073109037;D33000;1
DAI165153148;D61000;1
DAI074796739;D18140;2
DAI074796739;D34000;2
DAI143289314;D23231;2
DAI143289314;D23310;2
DAI087118637;D16400;1
DAI090632893;D54000;1
DAI075081849;D23225;1
DAI087131714;D21800;2
DAI087131714;D23120;2
DAI146304047;D70000;2
DAI146304047;D70100;2
DAI114381305;D54000;1
DAI068357907;D11000;1
DAI084862467;D12200;3
DAI084862467;D12800;3
DAI084862467;E16000;3
DAI073605603;D70000;2
DAI073605603;D70100;2
DAI146335821;D70000;1
DAI079729703;D51000;1
DAI22769774X;D23240;1
DAI102167834;D16400;4
DAI102167834;D30100;4
DAI102167834;D31000;4
DAI102167834;D34000;4
DAI298805235;D11000;2
DAI298805235;D16600;2
DAI07215165X;D21600;2
DAI07215165X;D21700;2
DAI305441795;D41000;2
DAI305441795;D61000;2
DAI150694970;D14000;4
DAI150694970;D42100;4
DAI150694970;D42200;4
DAI150694970;D70000;4
DAI145655636;D23350;2
DAI145655636;D23362;2
DAI071805567;D51000;2
DAI071805567;D69000;2
DAI070836574;D21200;2
DAI070836574;E16000;2
DAI075019825;D42100;2
DAI075019825;D70000;2
DAI104141107;D32000;4
DAI104141107;D42100;4
DAI104141107;D61000;4
DAI104141107;D69000;4
DAI080439691;D23222;2
DAI080439691;D23310;2
DAI068436394;D24300;1
DAI074969005;D23350;2
DAI074969005;D51000;2
DAI140690182;D41600;2
DAI140690182;D42100;2
DAI070716315;D16000;1
DAI119780178;D23350;2
DAI119780178;D51000;2
DAI097197068;D42100;2
DAI097197068;E13000;2
DAI17441563X;D61000;3
DAI17441563X;D63000;3
DAI17441563X;E13000;3
DAI070442258;D54000;1
DAI170703924;D41200;1
DAI216903580;D41200;1
DAI073286826;D18220;3
DAI073286826;D23200;3
DAI073286826;D26000;3
DAI074069454;D22300;1
DAI120693186;D22100;1
DAI069127077;D21400;2
DAI069127077;D22100;2
DAI304829463;D22200;2
DAI304829463;D22400;2
DAI128359900;D21400;3
DAI128359900;D21500;3
DAI128359900;D23120;3
DAI072220023;D23223;1
DAI075097273;D21400;2
DAI075097273;D21500;2
DAI072396911;D62000;2
DAI072396911;D70000;2
DAI068468148;D15700;1
DAI069471835;D62000;3
DAI069471835;D65000;3
DAI069471835;D70000;3
DAI08071563X;D15600;5
DAI08071563X;D18120;5
DAI08071563X;D18140;5
DAI08071563X;D22400;5
DAI08071563X;D65000;5
DAI069081417;D18140;2
DAI069081417;D22000;2
DAI07435244X;D15100;2
DAI07435244X;D15700;2
DAI070576289;D65000;1
DAI070793085;D62000;1
DAI073388742;D62000;1
DAI06887278X;D15300;2
DAI06887278X;D62000;2
DAI073181773;D62000;3
DAI073181773;D63000;3
DAI073181773;E13000;3
DAI068414048;D21300;2
DAI068414048;D23221;2
DAI069390428;D13400;1
DAI068435223;D21700;2
DAI068435223;D23120;2
DAI304848484;D16000;2
DAI304848484;D70000;2
DAI073470007;D35000;2
DAI073470007;D36300;2
DAI074898256;D70000;1
DAI074926640;D70000;1
DAI073366978;D23310;1
DAI068402279;D21600;2
DAI068402279;D21700;2
DAI069236771;D23222;1
DAI07461522X;D23222;1
DAI344687406;D23340;2
DAI344687406;D24300;2
DAI073468711;D21700;2
DAI073468711;D23222;2
DAI074562215;D21700;1
DAI068853076;D21700;1
DAI13710572X;D21400;1
DAI074946021;D21400;2
DAI074946021;D23222;2
DAI069389985;D22100;2
DAI069389985;D23110;2
DAI120640228;D22100;2
DAI120640228;D23110;2
DAI07227428X;D41200;2
DAI07227428X;D41500;2
DAI079257909;D36000;1
DAI074932985;D36000;3
DAI074932985;D61000;3
DAI074932985;D70000;3
DAI074386557;D16000;3
DAI074386557;D30100;3
DAI074386557;D36000;3
DAI297706586;D41600;2
DAI297706586;D42100;2
DAI297706829;D41600;2
DAI297706829;D42100;2
DAI068547250;D41600;2
DAI068547250;D42100;2
DAI113328001;D41300;5
DAI113328001;D41400;5
DAI113328001;D41500;5
DAI113328001;D41600;5
DAI113328001;D42200;5
DAI086197223;D70000;2
DAI086197223;E15000;2
DAI074633961;D70000;1
DAI112849547;D70000;1
DAI104232900;D70000;1
DAI250209519;D70000;1
DAI241595061;D42100;2
DAI241595061;D70000;2
DAI115757090;D42100;2
DAI115757090;D70000;2
DAI145470687;D70000;1
DAI297706861;D16000;2
DAI297706861;D70000;2
DAI153430621;D70000;1
DAI071977333;D11300;2
DAI071977333;D11500;2
DAI091417031;D70000;1
DAI19016610X;D11700;2
DAI19016610X;D70000;2
DAI177184817;D70000;1
DAI07404401X;D11000;2
DAI07404401X;D70000;2
DAI243075006;D70000;1
DAI161370195;D70000;1
DAI068843976;D70000;1
DAI074769987;D52000;1
DAI314500332;D51000;1
DAI07515157X;D41500;2
DAI07515157X;D41600;2
DAI104840854;D41000;1
DAI30437153X;D12200;2
DAI30437153X;D12400;2
DAI110311078;D11300;3
DAI110311078;D11400;3
DAI110311078;D14000;3
DAI073188433;D32000;2
DAI073188433;D70000;2
DAI111024048;D42200;2
DAI111024048;D70000;2
DAI149740425;D70000;1
DAI074717766;D70000;1
DAI203170504;D70000;1
DAI134620577;D51000;2
DAI134620577;D70100;2
DAI080721257;D41000;2
DAI080721257;D42200;2
DAI10505271X;D70000;1
DAI136310397;D70000;1
DAI125085184;D70000;1
DAI072678232;D11600;2
DAI072678232;D11700;2
DAI115706151;D70000;1
DAI074310704;D70000;1
DAI074550624;D70000;1
DAI323259987;D23350;2
DAI323259987;D51000;2
DAI10800001X;D70000;1
DAI109546369;D70000;1
DAI298806533;D70000;1
DAI161346383;D16000;2
DAI161346383;D70000;2
DAI087223139;D70000;1
DAI074794647;D42100;3
DAI074794647;D42200;3
DAI074794647;D70000;3
DAI091188520;D42000;3
DAI091188520;D61000;3
DAI091188520;D70000;3
DAI127037365;D41400;4
DAI127037365;D41600;4
DAI127037365;D42100;4
DAI127037365;D42200;4
DAI068062370;D61000;2
DAI068062370;D66000;2
DAI07415950X;D11100;2
DAI07415950X;D16100;2
DAI07273678X;D16200;1
DAI07324791X;D12300;2
DAI07324791X;D21200;2
DAI074353551;D12600;1
DAI297551221;D12300;2
DAI297551221;D12600;2
DAI074882171;D12600;3
DAI074882171;D12800;3
DAI074882171;E16000;3
DAI071846794;D12100;2
DAI071846794;D12700;2
DAI069184488;D12300;2
DAI069184488;D21200;2
DAI068987110;D12100;3
DAI068987110;D12700;3
DAI068987110;D13500;3
DAI084287195;D13400;3
DAI084287195;D14100;3
DAI084287195;E16000;3
DAI121632652;D12300;2
DAI121632652;E16000;2
DAI150668104;D32100;1
DAI072763868;D14442;4
DAI072763868;D18120;4
DAI072763868;E11000;4
DAI072763868;E15000;4
DAI074417304;D11100;3
DAI074417304;D11600;3
DAI074417304;D11700;3
DAI075168022;D11600;4
DAI075168022;D11700;4
DAI075168022;D16100;4
DAI075168022;D70000;4
DAI113631294;D11600;4
DAI113631294;D11700;4
DAI113631294;D14310;4
DAI113631294;D16100;4
DAI07499915X;D11600;5
DAI07499915X;D11700;5
DAI07499915X;D14310;5
DAI07499915X;D16100;5
DAI07499915X;D44000;5
DAI314610332;D24300;1
DAI074880918;D14442;4
DAI074880918;D18120;4
DAI074880918;E15000;4
DAI074880918;E16000;4
DAI174365470;D18210;2
DAI174365470;D22400;2
DAI128217723;D70000;1
DAI070594538;D61000;2
DAI070594538;D66000;2
DAI113160798;D24000;3
DAI113160798;D51000;3
DAI113160798;D66000;3
DAI075217279;D35400;3
DAI075217279;D66000;3
DAI075217279;D70000;3
DAI101003560;D66000;1
DAI072389699;D32000;3
DAI072389699;D32100;3
DAI072389699;D35000;3
DAI135748100;D14310;4
DAI135748100;D16000;4
DAI135748100;D30100;4
DAI135748100;D32100;4
DAI297551914;D14310;1
DAI074206877;D14400;3
DAI074206877;D42200;3
DAI074206877;D70000;3
DAI069959218;D16400;2
DAI069959218;D70000;2
DAI107918560;D21100;2
DAI107918560;D70000;2
DAI111099560;D11700;2
DAI111099560;D70000;2
DAI126224900;D14000;2
DAI126224900;D70000;2
DAI153478454;D14400;3
DAI153478454;D14430;3
DAI153478454;D15600;3
DAI314599533;D18210;3
DAI314599533;D22400;3
DAI314599533;E13000;3
DAI074651021;D14200;2
DAI074651021;D21100;2
DAI073768391;D14240;1
DAI086093851;D12700;2
DAI086093851;D14210;2
DAI073836907;D35000;2
DAI073836907;D36300;2
DAI074328115;D12200;1
DAI086517325;D64000;2
DAI086517325;D65000;2
DAI075065355;D22200;3
DAI075065355;D22400;3
DAI075065355;D22500;3
DAI074321781;D13200;2
DAI074321781;E16000;2
DAI068008988;D42000;1
DAI068359780;D42200;2
DAI068359780;E15000;2
DAI164037446;D12800;1
DAI072754818;D33000;2
DAI072754818;D41600;2
DAI071236066;D41500;2
DAI071236066;D41600;2
DAI110750799;D41200;1
DAI31449376X;D41300;1
DAI110254589;D41400;1
DAI125272111;D41200;1
DAI164257098;D41200;1
DAI071942742;D34000;2
DAI071942742;D41100;2
DAI086550373;D41400;2
DAI086550373;D52000;2
DAI108049760;D16000;3
DAI108049760;D41000;3
DAI108049760;D42200;3
DAI146849051;D16000;2
DAI146849051;D41300;2
DAI072133163;D32300;3
DAI072133163;D34000;3
DAI072133163;D35000;3
DAI072306408;D12300;2
DAI072306408;D12800;2
DAI075097346;D20000;2
DAI075097346;D23340;2
DAI068352735;D23340;1
DAI073592471;D16200;1
DAI188785833;D23340;2
DAI188785833;D30100;2
DAI217201490;D23370;2
DAI217201490;D61000;2
DAI216389755;D14400;2
DAI216389755;D14442;2
DAI187594252;D54000;1
DAI296148830;D35000;2
DAI296148830;D36000;2
DAI071907319;D35000;2
DAI071907319;D36000;2
DAI07508189X;D61000;1
DAI070030774;D61000;2
DAI070030774;D68000;2
DAI068409176;D42200;2
DAI068409176;D61000;2
DAI071760059;D61000;2
DAI071760059;D68000;2
DAI074734644;D36000;1
DAI079604366;D34000;1
DAI239673778;D21400;2
DAI239673778;D32200;2
DAI074648918;D23370;1
DAI153059516;D23222;2
DAI153059516;D23362;2
DAI074745085;D23213;1
DAI323247032;D13500;3
DAI323247032;D15100;3
DAI323247032;D15300;3
DAI070151423;D18220;2
DAI070151423;D70000;2
DAI073504467;D15600;1
DAI069625247;D35000;2
DAI069625247;D52000;2
DAI087976439;D12800;1
DAI15176252X;D23380;1
DAI117993816;D23310;1
DAI069378363;D54000;1
DAI087207362;D12600;1
DAI170597121;D14400;3
DAI170597121;D35100;3
DAI170597121;D35500;3
DAI100261116;D42200;2
DAI100261116;D70000;2
DAI071776575;D42200;2
DAI071776575;D52000;2
DAI067852513;D33000;3
DAI067852513;D35000;3
DAI067852513;D63000;3
DAI073731498;D35000;3
DAI073731498;D36000;3
DAI073731498;D63000;3
DAI304085014;D14310;2
DAI304085014;D16100;2
DAI073321427;D18220;4
DAI073321427;D21900;4
DAI073321427;D23110;4
DAI073321427;D26000;4
DAI258268743;D23362;2
DAI258268743;D54000;2
DAI072738162;D34300;1
DAI109544463;D61000;1
DAI296098086;D21300;2
DAI296098086;D21700;2
DAI163896836;D41500;2
DAI163896836;D70000;2
DAI115512489;D66000;1
DAI073701130;D41200;2
DAI073701130;D41600;2
DAI071694463;D14400;3
DAI071694463;D14410;3
DAI071694463;D62000;3
DAI074546783;D14200;2
DAI074546783;D21100;2
DAI090577140;D13500;1
DAI314610936;D21700;2
DAI314610936;E15000;2
DAI143211579;D31000;2
DAI143211579;D33000;2
DAI074396773;D34300;2
DAI074396773;D38000;2
DAI074370383;D41300;4
DAI074370383;D41500;4
DAI074370383;D41600;4
DAI074370383;D42110;4
DAI07125112X;D12800;1
DAI072221097;D34000;3
DAI072221097;D42100;3
DAI072221097;D42200;3
DAI07315072X;D21800;3
DAI07315072X;D23110;3
DAI07315072X;E13000;3
DAI16717231X;D54000;1
DAI07819296X;D23370;1
DAI29839815X;D13200;2
DAI29839815X;E16000;2
DAI298398753;D14400;2
DAI298398753;D14410;2
